text,decade,book_title,passage_id,decade_id,book_id
"art; however, some few, by trading among the Ancients, had furnished themselves tolerably enough. While things were in this ferment, discord grew extremely high; hot words passed on both sides, and ill blood was plentifully bred. Here a solitary Ancient, squeezed up among a whole shelf of Moderns, offered fairly to dispute the case, and to prove by manifest reason that the priority was due to them from long possession, and in regard of their prudence, antiquity, and, above all, their great merits toward the Moderns. But these denied the premises, and seemed very much to wonder how the Ancients",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_13,0,1700_The_Battle_of_the_Bo
"ghtingale of brutes. The swine with contrite heart allowed, His shape and beauty made him proud: In diet was perhaps too nice, But gluttony was ne'er his vice: In every turn of life content, And meekly took what fortune sent: Enquire through all the parish round, A better neighbour ne'er was found: His vigilance might seine displease; 'Tis true, he hated sloth like pease. The mimic ape began his chatter, How evil tongues his life bespatter: Much of the cens'ring world complained, Who said his gravity was feigned: Indeed, the strictness of his morals Engaged him in a hundred quarrels: He saw, a",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_14,0,1700_The_Battle_of_the_Bo
"ear Vanessa's praise rung in their ear: Miss Betty, when she does a fault, Lets fall her knife, or spills the salt, Will thus be by her mother chid, ""'Tis what Vanessa never did."" Thus by the nymphs and swains adored, My power shall be again restored, And happy lovers bless my reign-- So Venus hoped, but hoped in vain. For when in time the martial maid Found out the trick that Venus played, She shakes her helm, she knits her brows, And fired with indignation, vows To-morrow, ere the setting sun, She'd all undo that she had done. But in the poets we may find A wholesome law, time out of mind, H",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_15,0,1700_The_Battle_of_the_Bo
"Sir William Temple's character and merits roughly used by the two reverend gentlemen aforesaid, and without any manner of provocation. At length, there appearing no end of the quarrel, our author tells us that the BOOKS in St. James's Library, looking upon themselves as parties principally concerned, took up the controversy, and came to a decisive battle; but the manuscript, by the injury of fortune or weather, being in several places imperfect, we cannot learn to which side the victory fell. I must warn the reader to beware of applying to persons what is here meant only of books, in the most ",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_16,0,1700_The_Battle_of_the_Bo
"ect; which was answered by W. Wotton, B.D., with an appendix by Dr. Bentley, endeavouring to destroy the credit of AEsop and Phalaris for authors, whom Sir William Temple had, in the essay before mentioned, highly commended. In that appendix the doctor falls hard upon a new edition of Phalaris, put out by the Honourable Charles Boyle, now Earl of Orrery, to which Mr. Boyle replied at large with great learning and wit; and the Doctor voluminously rejoined. In this dispute the town highly resented to see a person of Sir William Temple's character and merits roughly used by the two reverend gentl",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_17,0,1700_The_Battle_of_the_Bo
" dispute of precedency, talked so loud of coming to a battle, that Sir William Temple happened to overhear them, and gave immediate intelligence to the Ancients, who thereupon drew up their scattered troops together, resolving to act upon the defensive; upon which, several of the Moderns fled over to their party, and among the rest Temple himself. This Temple, having been educated and long conversed among the Ancients, was, of all the Moderns, their greatest favourite, and became their greatest champion. Things were at this crisis when a material accident fell out. For upon the highest corner ",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_18,0,1700_The_Battle_of_the_Bo
" and AEsop, lay fast asleep. Bentley would fain have despatched them both, and, stealing close, aimed his flail at Phalaris's breast; but then the goddess Affright, interposing, caught the Modern in her icy arms, and dragged him from the danger she foresaw; both the dormant heroes happened to turn at the same instant, though soundly sleeping, and busy in a dream. For Phalaris was just that minute dreaming how a most vile poetaster had lampooned him, and how he had got him roaring in his bull. And AEsop dreamed that as he and the Ancient were lying on the ground, a wild ass broke loose, ran abo",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_19,0,1700_The_Battle_of_the_Bo
"s the Asturian in Don Quixote. No Foible yet? PEG. No, madam; Mrs. Marwood. LADY. Oh, Marwood: let her come in. Come in, good Marwood. SCENE IV. [_To them_] MRS. MARWOOD. MRS. MAR. I’m surprised to find your ladyship in _déshabillé_ at this time of day. LADY. Foible’s a lost thing; has been abroad since morning, and never heard of since. MRS. MAR. I saw her but now, as I came masked through the park, in conference with Mirabell. LADY. With Mirabell? You call my blood into my face with mentioning that traitor. She durst not have the confidence. I sent her to negotiate an affair, in which if I’m",1700,The Way of the World,1700_The_Way_of_the_World_passage_0,0,1700_The_Way_of_the_World
"y him, and have heard his long lectures against singing and dancing and such debaucheries, and going to filthy plays, and profane music meetings, where the lewd trebles squeak nothing but bawdy, and the basses roar blasphemy. Oh, she would have swooned at the sight or name of an obscene play-book—and can I think after all this that my daughter can be naught? What, a whore? And thought it excommunication to set her foot within the door of a playhouse. O dear friend, I can’t believe it. No, no; as she says, let him prove it, let him prove it. MRS. MAR. Prove it, madam? What, and have your name p",1700,The Way of the World,1700_The_Way_of_the_World_passage_1,0,1700_The_Way_of_the_World
" In her own nest the cuckoo eggs we find, O’er which she broods to hatch the changeling kind: No portion for her own she has to spare, So much she dotes on her adopted care. Poets are bubbles, by the town drawn in, Suffered at first some trifling stakes to win: But what unequal hazards do they run! Each time they write they venture all they’ve won: The Squire that’s buttered still, is sure to be undone. This author, heretofore, has found your favour, But pleads no merit from his past behaviour. To build on that might prove a vain presumption, Should grants to poets made admit resumption, And i",1700,The Way of the World,1700_The_Way_of_the_World_passage_2,0,1700_The_Way_of_the_World
"will not leave thee wherewithal to hide thy shame: your body shall be naked as your reputation. MRS. FAIN. I despise you and defy your malice. You have aspersed me wrongfully—I have proved your falsehood. Go, you and your treacherous—I will not name it, but starve together. Perish. FAIN. Not while you are worth a groat, indeed, my dear. Madam, I’ll be fooled no longer. LADY. Ah, Mr. Mirabell, this is small comfort, the detection of this affair. MIRA. Oh, in good time. Your leave for the other offender and penitent to appear, madam. SCENE XII. [_To them_] WAITWELL _with a box of writings_. LADY",1700,The Way of the World,1700_The_Way_of_the_World_passage_3,0,1700_The_Way_of_the_World
"but reflect what we look and say: vain empty things if we are silent or unseen, and want a being. MIRA. Yet, to those two vain empty things, you owe two the greatest pleasures of your life. MILLA. How so? MIRA. To your lover you owe the pleasure of hearing yourselves praised, and to an echo the pleasure of hearing yourselves talk. WIT. But I know a lady that loves talking so incessantly, she won’t give an echo fair play; she has that everlasting rotation of tongue that an echo must wait till she dies before it can catch her last words. MILLA. Oh, fiction; Fainall, let us leave these men. MIRA.",1700,The Way of the World,1700_The_Way_of_the_World_passage_4,0,1700_The_Way_of_the_World
" your transcendent goodness. LADY. Oh, he has witchcraft in his eyes and tongue; when I did not see him I could have bribed a villain to his assassination; but his appearance rakes the embers which have so long lain smothered in my breast. [_Aside_.] SCENE X. [_To them_] FAINALL, MRS. MARWOOD. FAIN. Your date of deliberation, madam, is expired. Here is the instrument; are you prepared to sign? LADY. If I were prepared, I am not impowered. My niece exerts a lawful claim, having matched herself by my direction to Sir Wilfull. FAIN. That sham is too gross to pass on me, though ’tis imposed on you",1700,The Way of the World,1700_The_Way_of_the_World_passage_5,0,1700_The_Way_of_the_World
"ogether by the ears like a pair of castanets. PET. You were the quarrel. MILLA. Me? PET. If I have a humour to quarrel, I can make less matters conclude premises. If you are not handsome, what then? If I have a humour to prove it? If I shall have my reward, say so; if not, fight for your face the next time yourself—I’ll go sleep. WIT. Do, wrap thyself up like a woodlouse, and dream revenge. And, hear me, if thou canst learn to write by to-morrow morning, pen me a challenge. I’ll carry it for thee. PET. Carry your mistress’s monkey a spider; go flea dogs and read romances. I’ll go to bed to my ",1700,The Way of the World,1700_The_Way_of_the_World_passage_6,0,1700_The_Way_of_the_World
"oney_] FOIB. O dear sir, your humble servant. WAIT. Spouse— MIRA. Stand off, sir, not a penny. Go on and prosper, Foible. The lease shall be made good and the farm stocked, if we succeed. FOIB. I don’t question your generosity, sir, and you need not doubt of success. If you have no more commands, sir, I’ll be gone; I’m sure my lady is at her toilet, and can’t dress till I come. Oh dear, I’m sure that [_looking out_] was Mrs. Marwood that went by in a mask; if she has seen me with you I’m sure she’ll tell my lady. I’ll make haste home and prevent her. Your servant, Sir.—B’w’y, Waitwell. SCENE I",1700,The Way of the World,1700_The_Way_of_the_World_passage_7,0,1700_The_Way_of_the_World
"ou do. WAIT. I do not, fair shrine of virtue. LADY. If you think the least scruple of causality was an ingredient— WAIT. Dear madam, no. You are all camphire and frankincense, all chastity and odour. LADY. Or that— SCENE XIII. [_To them_] FOIBLE. FOIB. Madam, the dancers are ready, and there’s one with a letter, who must deliver it into your own hands. LADY. Sir Rowland, will you give me leave? Think favourably, judge candidly, and conclude you have found a person who would suffer racks in honour’s cause, dear Sir Rowland, and will wait on you incessantly. SCENE XIV. WAITWELL, FOIBLE. WAIT. Fi",1700,The Way of the World,1700_The_Way_of_the_World_passage_8,0,1700_The_Way_of_the_World
"aid. For my part, I thought Witwoud and he would have quarrelled. MINC. I vow, mem, I thought once they would have fit. MILLA. Well, ’tis a lamentable thing, I swear, that one has not the liberty of choosing one’s acquaintance as one does one’s clothes. MRS. MAR. If we had that liberty, we should be as weary of one set of acquaintance, though never so good, as we are of one suit, though never so fine. A fool and a doily stuff would now and then find days of grace, and be worn for variety. MILLA. I could consent to wear ’em, if they would wear alike; but fools never wear out. They are such _dra",1700,The Way of the World,1700_The_Way_of_the_World_passage_9,0,1700_The_Way_of_the_World
"hich should appear ridiculous not so much through a natural folly (which is incorrigible, and therefore not proper for the stage) as through an affected wit: a wit which, at the same time that it is affected, is also false. As there is some difficulty in the formation of a character of this nature, so there is some hazard which attends the progress of its success upon the stage: for many come to a play so overcharged with criticism, that they very often let fly their censure, when through their rashness they have mistaken their aim. This I had occasion lately to observe: for this play had been",1700,The Way of the World,1700_The_Way_of_the_World_passage_10,0,1700_The_Way_of_the_World
"to find you are discovered. MRS. MAR. It shall be all discovered. You too shall be discovered; be sure you shall. I can but be exposed. If I do it myself I shall prevent your baseness. FAIN. Why, what will you do? MRS. MAR. Disclose it to your wife; own what has past between us. FAIN. Frenzy! MRS. MAR. By all my wrongs I’ll do’t. I’ll publish to the world the injuries you have done me, both in my fame and fortune: with both I trusted you, you bankrupt in honour, as indigent of wealth. FAIN. Your fame I have preserved. Your fortune has been bestowed as the prodigality of your love would have it",1700,The Way of the World,1700_The_Way_of_the_World_passage_11,0,1700_The_Way_of_the_World
"D, MRS. MILLAMANT, MRS. FAINALL. LADY. Out upon’t, out upon’t, at years of discretion, and comport yourself at this rantipole rate! SIR WIL. No offence, aunt. LADY. Offence? As I’m a person, I’m ashamed of you. Fogh! How you stink of wine! D’ye think my niece will ever endure such a Borachio? You’re an absolute Borachio. SIR WIL. Borachio? LADY. At a time when you should commence an amour, and put your best foot foremost— SIR WIL. ’Sheart, an you grutch me your liquor, make a bill.—Give me more drink, and take my purse. [_Sings_]:— Prithee fill me the glass, Till it laugh in my face, With ale ",1700,The Way of the World,1700_The_Way_of_the_World_passage_12,0,1700_The_Way_of_the_World
"u can away with your wife. And she’s no worse than when you had her:—I dare swear she had given up her game before she was married. FAIN. Hum! That may be— MRS. MAR. You married her to keep you; and if you can contrive to have her keep you better than you expected, why should you not keep her longer than you intended? FAIN. The means, the means? MRS. MAR. Discover to my lady your wife’s conduct; threaten to part with her. My lady loves her, and will come to any composition to save her reputation. Take the opportunity of breaking it just upon the discovery of this imposture. My lady will be enr",1700,The Way of the World,1700_The_Way_of_the_World_passage_13,0,1700_The_Way_of_the_World
"Nay, he has said nothing neither; but he has contradicted everything that has been said. For my part, I thought Witwoud and he would have quarrelled. MINC. I vow, mem, I thought once they would have fit. MILLA. Well, ’tis a lamentable thing, I swear, that one has not the liberty of choosing one’s acquaintance as one does one’s clothes. MRS. MAR. If we had that liberty, we should be as weary of one set of acquaintance, though never so good, as we are of one suit, though never so fine. A fool and a doily stuff would now and then find days of grace, and be worn for variety. MILLA. I could consent",1700,The Way of the World,1700_The_Way_of_the_World_passage_14,0,1700_The_Way_of_the_World
"conscience then? Professed a friendship! Oh, the pious friendships of the female sex! MRS. MAR. More tender, more sincere, and more enduring, than all the vain and empty vows of men, whether professing love to us or mutual faith to one another. FAIN. Ha, ha, ha! you are my wife’s friend too. MRS. MAR. Shame and ingratitude! Do you reproach me? You, you upbraid me? Have I been false to her, through strict fidelity to you, and sacrificed my friendship to keep my love inviolate? And have you the baseness to charge me with the guilt, unmindful of the merit? To you it should be meritorious that I h",1700,The Way of the World,1700_The_Way_of_the_World_passage_15,0,1700_The_Way_of_the_World
"rrah, Waitwell, why, sure, you think you were married for your own recreation and not for my conveniency. WAIT. Your pardon, sir. With submission, we have indeed been solacing in lawful delights; but still with an eye to business, sir. I have instructed her as well as I could. If she can take your directions as readily as my instructions, sir, your affairs are in a prosperous way. MIRA. Give you joy, Mrs. Foible. FOIB. O—las, sir, I’m so ashamed.—I’m afraid my lady has been in a thousand inquietudes for me. But I protest, sir, I made as much haste as I could. WAIT. That she did indeed, sir. It",1700,The Way of the World,1700_The_Way_of_the_World_passage_16,0,1700_The_Way_of_the_World
"way of the world. ’Sdeath, to be a cuckold by anticipation, a cuckold in embryo! Sure I was born with budding antlers like a young satyr, or a citizen’s child, ’sdeath, to be out-witted, to be out-jilted, out-matrimonied. If I had kept my speed like a stag, ’twere somewhat, but to crawl after, with my horns like a snail, and be outstripped by my wife—’tis scurvy wedlock. MRS. MAR. Then shake it off: you have often wished for an opportunity to part, and now you have it. But first prevent their plot:—the half of Millamant’s fortune is too considerable to be parted with to a foe, to Mirabell. FAI",1700,The Way of the World,1700_The_Way_of_the_World_passage_17,0,1700_The_Way_of_the_World
"; to be knocked up and raised at all hours, and in all places. Pox on ’em, I won’t come. D’ye hear, tell ’em I won’t come. Let ’em snivel and cry their hearts out. FAIN. You are very cruel, Petulant. PET. All’s one, let it pass. I have a humour to be cruel. MIRA. I hope they are not persons of condition that you use at this rate. PET. Condition? Condition’s a dried fig, if I am not in humour. By this hand, if they were your—a—a—your what-d’ee-call-’ems themselves, they must wait or rub off, if I want appetite. MIRA. What-d’ee-call-’ems! What are they, Witwoud? WIT. Empresses, my dear. By your ",1700,The Way of the World,1700_The_Way_of_the_World_passage_18,0,1700_The_Way_of_the_World
"eing positive is an incentive to argument, and keeps up conversation. FAIN. Too illiterate? WIT. That? That’s his happiness. His want of learning gives him the more opportunities to show his natural parts. MIRA. He wants words? WIT. Ay; but I like him for that now: for his want of words gives me the pleasure very often to explain his meaning. FAIN. He’s impudent? WIT. No that’s not it. MIRA. Vain? WIT. No. MIRA. What, he speaks unseasonable truths sometimes, because he has not wit enough to invent an evasion? WIT. Truths? Ha, ha, ha! No, no, since you will have it, I mean he never speaks truth",1700,The Way of the World,1700_The_Way_of_the_World_passage_19,0,1700_The_Way_of_the_World
", and which appear most amiable to those who are most acquainted with them. C. [Footnotes 1: that] [Footnote 2: 'Tuscul. Quæst.' Lib. v. § 243.] [Footnote 3: 'Paradise Lost', Bk. I.] [Footnote 4: The story is in 'The Remedy of Love' Stanzas 5--10.] * * * * * No. 74. Friday, May 25, . Addison. '... Pendent opera interrupta ...' Virg. In my last _Monday's_ Paper I gave some general Instances of those beautiful Strokes which please the Reader in the old Song of _Chevey-Chase_; I shall here, according to my Promise, be more particular, and shew that the Sentiments in that Ballad are extremely natu",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_0",1,"1710_The_Spectator,_Volum"
"t, that I am afraid they would be able to rout our whole Fraternity, tho' we were accompanied with all our Guard of Constables. Both these Reasons which secure them from our Authority, make them obnoxious to yours; as both their Disguise and their Numbers will give no particular Person Reason to think himself affronted by you. If we are rightly inform'd, the Rules that are observed by this new Society are wonderfully contriv'd for the Advancement of Cuckoldom. The Women either come by themselves, or are introduced by Friends, who are obliged to quit them upon their first Entrance, to the Conve",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_1",1,"1710_The_Spectator,_Volum"
"ith a Friend who is as virtuous as himself. There is another Saying in the same Author, which would have been very much admired in an Heathen Writer; _Forsake not an old Friend, for the new is not comparable to him: A new Friend is as new Wine; When it is old thou shalt drink it with Pleasure._ [4] With what Strength of Allusion and Force of Thought, has he described the Breaches and Violations of Friendship? _Whoso casteth a Stone at the Birds frayeth them away; and he that upbraideth his Friend, breaketh Friendship. Tho' thou drawest a Sword at a Friend yet despair not, for there may be a re",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_2",1,"1710_The_Spectator,_Volum"
"itably to your Fortune. But if you weigh the Attendance and Behaviour of her who comes to you in Partnership of your Fortune, and expects an Equivalent, with that of her who enters your House as honoured and obliged by that Permission, whom of the two will you chuse? You, perhaps, will think fit to spend a Day abroad in the common Entertainments of Men of Sense and Fortune; she will think herself ill-used in that Absence, and contrive at Home an Expence proportioned to the Appearance which you make in the World. She is in all things to have a Regard to the Fortune which she brought you, I to t",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_3",1,"1710_The_Spectator,_Volum"
"f Mankind, that it is a presumptuous Distinction to take a Part in Honours done to their Memories, except we have Authority for it, by being related in a particular Manner to the Court which pays that Veneration to their Friendship, and seems to express on such an Occasion the Sense of the Uncertainty of human Life in general, by assuming the Habit of Sorrow though in the full possession of Triumph and Royalty. R. [Footnote 1: of a] [Footnote 2: The death of Charles II of Spain, which gave occasion for the general war of the Spanish succession, took place in . John V, King of Portugal, died in",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_4",1,"1710_The_Spectator,_Volum"
"r Impression, and affect the secret Springs of the Mind; you charm the Fancy, sooth the Passions, and insensibly lead the Reader to that Sweetness of Temper that you so well describe; you rouse Generosity with that Spirit, and inculcate Humanity with that Ease, that he must be miserably Stupid that is not affected by you. I can't say indeed that you have put Impertinence to Silence, or Vanity out of Countenance; but methinks you have bid as fair for it, as any Man that ever appeared upon a publick Stage; and offer an infallible Cure of Vice and Folly, for the Price of One Penny. And since it i",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_5",1,"1710_The_Spectator,_Volum"
"f them I should not have published, were I not informed that there is many a Husband who suffers very much in his private Affairs by the indiscreet Zeal of such a Partner as is hereafter mentioned; to whom I may apply the barbarous Inscription quoted by the Bishop of _Salisbury_ in his Travels; [4] _Dum nimia pia est, facta est impia_. SIR, 'I am one of those unhappy Men that are plagued with a Gospel-Gossip, so common among Dissenters (especially Friends). Lectures in the Morning, Church-Meetings at Noon, and Preparation Sermons at Night, take up so much of her Time, 'tis very rare she knows ",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_6",1,"1710_The_Spectator,_Volum"
" Parties are thoroughly considered, the Panegyrick generally implies no more than if the Author should say to the Patron; My very good Lord, You and I can never understand one another, therefore I humbly desire we may be intimate Friends for the future. The Rich may as well ask to borrow of the Poor, as the Man of Virtue or Merit hope for Addition to his Character from any but such as himself. He that commends another engages so much of his own Reputation as he gives to that Person commended; and he that has nothing laudable in himself is not of Ability to be such a Surety. The wise Phocion wa",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_7",1,"1710_The_Spectator,_Volum"
"the 'Lucubrations'. This immediately alarmed these gentlemen, who, as it is said Mr. Steele phrases it, had 'the Censorship in Commission.' They found the new 'Spectator' came on like a torrent, and swept away all before him. They despaired ever to equal him in wit, humour, or learning; which had been their true and certain way of opposing him: and therefore rather chose to fall on the Author; and to call out for help to all good Christians, by assuring them again and again that they were the First, Original, True, and undisputed 'Isaac Bickerstaff'. Meanwhile, the 'Spectator', whom we regard ",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_8",1,"1710_The_Spectator,_Volum"
"had the school. He died in , aged 67.] [Footnote 4: The Water Theatre, invented by Mr. Winstanley, and exhibited by his widow at the lower end of Piccadilly.] * * * * * No. 169. Thursday, Sept. 13, . Addison '_Sic vita erat: facile omnes perferre ac pati: Cum quibus erat cunque una, his sese dedere, Eorum obsequi studiis: advorsus nemini; Nunquam præponens se aliis: Ita facillime Sine invidia invenias laudem._' Ter. And. Man is subject to innumerable Pains and Sorrows by the very Condition of Humanity, and yet, as if Nature had not sown Evils enough in Life, we are continually adding Grief to ",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_9",1,"1710_The_Spectator,_Volum"
"View of; and after having held ninety thousand Conferences with God, was brought back again to his Bed. All this, says the _Alcoran_, was transacted in so small a space of Time, that _Mahomet_ at his Return found his Bed still warm, and took up an Earthen Pitcher, (which was thrown down at the very Instant that the Angel _Gabriel_ carried him away) before the Water was all spilt. There is a very pretty Story in the _Turkish_ Tales which relates to this Passage of that famous Impostor, and bears some Affinity to the Subject we are now upon. A Sultan of _Egypt_, who was an Infidel, used to laugh",1710,"The Spectator, Volume 1","1710_The_Spectator,_Volum_passage_10",1,"1710_The_Spectator,_Volum"
