text,decade,book_title,passage_id,decade_id,book_id
"o get rid of a phrase which the world has once grown fond of, though the occasion that first produced it be entirely taken away. For some years past, if a man had but an ill- favoured nose, the deep thinkers of the age would, some way or other contrive to impute the cause to the prejudice of his education. From this fountain were said to be derived all our foolish notions of justice, piety, love of our country; all our opinions of God or a future state, heaven, hell, and the like; and there might formerly perhaps have been some pretence for this charge. But so effectual care hath been since taken to remove those prejudices, by an entire change in the methods of education, that (with honour I mention it to our polite innovators) the young gentlemen, who are now on the scene, seem to have not the least tincture left of those infusions, or string of those weeds, and by consequence the reason for abolishing nominal Christianity upon that pretext is wholly ceased. For the rest, it may perhaps admit a controversy, whether the banishing all notions of religion whatsoever would be inconvenient for the vulgar. Not that I am in the least of opinion with those who hold religion to have been the invention of politicians, to keep the lower part of the world in awe by the fear of invisible powers; unless mankind were then very different from what it is now; for I look upon the mass or body of our people here in England to be as Freethinkers, that is to say, as staunch unbelievers, as any o",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_10,0,1700_The_Battle_of_the_Bo
" which the rest are condemned to silence, and to listen while these two are refreshing each other's memory with the arch tricks and passages of themselves and their comrades. I know a great officer of the army, who will sit for some time with a supercilious and impatient silence, full of anger and contempt for those who are talking; at length of a sudden demand audience; decide the matter in a short dogmatical way; then withdraw within himself again, and vouchsafe to talk no more, until his spirits circulate again to the same point. There are some faults in conversation which none are so subject to as the men of wit, nor ever so much as when they are with each other. If they have opened their mouths without endeavouring to say a witty thing, they think it is so many words lost. It is a torment to the hearers, as much as to themselves, to see them upon the rack for invention, and in perpetual constraint, with so little success. They must do something extraordinary, in order to acquit themselves, and answer their character, else the standers by may be disappointed and be apt to think them only like the rest of mortals. I have known two men of wit industriously brought together, in order to entertain the company, where they have made a very ridiculous figure, and provided all the mirth at their own expense. I know a man of wit, who is never easy but where he can be allowed to dictate and preside; he neither expecteth to be informed or entertained, but to display his own talents.",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_11,0,1700_The_Battle_of_the_Bo
"aim their part, And join to fortify your heart. For virtue in her daily race, Like Janus, bears a double face. Look back with joy where she has gone, And therefore goes with courage on. She at your sickly couch will wait, And guide you to a better state. O then, whatever heav'n intends, Take pity on your pitying friends; Nor let your ills affect your mind, To fancy they can be unkind; Me, surely me, you ought to spare, Who gladly would your sufferings share; Or give my scrap of life to you, And think it far beneath your due; You to whose care so oft I owe That I'm alive to tell you so. TO STELLA, _Visiting me in my sickness_, _October_, . Pallas, observing Stella's wit Was more than for her sex was fit; And that her beauty, soon or late, Might breed confusion in the state; In high concern for human kind, Fixed honour in her infant mind. But (not in wranglings to engage With such a stupid vicious age), If honour I would here define, It answers faith in things divine. As natural life the body warms, And, scholars teach, the soul informs; So honour animates the whole, And is the spirit of the soul. Those numerous virtues which the tribe Of tedious moralists describe, And by such various titles call, True honour comprehends them all. Let melancholy rule supreme, Choler preside, or blood, or phlegm. It makes no difference in the case. Nor is complexion honour's place. But, lest we should for honour take The drunken quarrels of a rake, Or think it seated in a scar, Or on a proud tr",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_12,0,1700_The_Battle_of_the_Bo
"art; however, some few, by trading among the Ancients, had furnished themselves tolerably enough. While things were in this ferment, discord grew extremely high; hot words passed on both sides, and ill blood was plentifully bred. Here a solitary Ancient, squeezed up among a whole shelf of Moderns, offered fairly to dispute the case, and to prove by manifest reason that the priority was due to them from long possession, and in regard of their prudence, antiquity, and, above all, their great merits toward the Moderns. But these denied the premises, and seemed very much to wonder how the Ancients could pretend to insist upon their antiquity, when it was so plain (if they went to that) that the Moderns were much the more ancient of the two. As for any obligations they owed to the Ancients, they renounced them all. ""It is true,"" said they, ""we are informed some few of our party have been so mean as to borrow their subsistence from you, but the rest, infinitely the greater number (and especially we French and English), were so far from stooping to so base an example, that there never passed, till this very hour, six words between us. For our horses were of our own breeding, our arms of our own forging, and our clothes of our own cutting out and sewing."" Plato was by chance up on the next shelf, and observing those that spoke to be in the ragged plight mentioned a while ago, their jades lean and foundered, their weapons of rotten wood, their armour rusty, and nothing but rags undern",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_13,0,1700_The_Battle_of_the_Bo
"ghtingale of brutes. The swine with contrite heart allowed, His shape and beauty made him proud: In diet was perhaps too nice, But gluttony was ne'er his vice: In every turn of life content, And meekly took what fortune sent: Enquire through all the parish round, A better neighbour ne'er was found: His vigilance might seine displease; 'Tis true, he hated sloth like pease. The mimic ape began his chatter, How evil tongues his life bespatter: Much of the cens'ring world complained, Who said his gravity was feigned: Indeed, the strictness of his morals Engaged him in a hundred quarrels: He saw, and he was grieved to see't, His zeal was sometimes indiscreet: He found his virtues too severe For our corrupted times to bear: Yet, such a lewd licentious age Might well excuse a stoic's rage. The goat advanced with decent pace: And first excused his youthful face; Forgiveness begged, that he appeared ('Twas nature's fault) without a beard. 'Tis true, he was not much inclined To fondness for the female kind; Not, as his enemies object, From chance or natural defect; Not by his frigid constitution, But through a pious resolution; For he had made a holy vow Of chastity, as monks do now; Which he resolved to keep for ever hence, As strictly, too, as doth his reverence. {5} Apply the tale, and you shall find How just it suits with human kind. Some faults we own: but, can you guess? Why?--virtue's carried to excess; Wherewith our vanity endows us, Though neither foe nor friend allows us. The",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_14,0,1700_The_Battle_of_the_Bo
"ear Vanessa's praise rung in their ear: Miss Betty, when she does a fault, Lets fall her knife, or spills the salt, Will thus be by her mother chid, ""'Tis what Vanessa never did."" Thus by the nymphs and swains adored, My power shall be again restored, And happy lovers bless my reign-- So Venus hoped, but hoped in vain. For when in time the martial maid Found out the trick that Venus played, She shakes her helm, she knits her brows, And fired with indignation, vows To-morrow, ere the setting sun, She'd all undo that she had done. But in the poets we may find A wholesome law, time out of mind, Had been confirmed by Fate's decree; That gods, of whatso'er degree, Resume not what themselves have given, Or any brother-god in Heaven; Which keeps the peace among the gods, Or they must always be at odds. And Pallas, if she broke the laws, Must yield her foe the stronger cause; A shame to one so much adored For Wisdom, at Jove's council-board. Besides, she feared the queen of love Would meet with better friends above. And though she must with grief reflect To see a mortal virgin deck'd With graces hitherto unknown To female breasts, except her own, Yet she would act as best became A goddess of unspotted fame; She knew, by augury divine, Venus would fail in her design: She studied well the point, and found Her foe's conclusions were not sound, From premises erroneous brought, And therefore the deduction's nought, And must have contrary effects To what her treacherous foe expects. In pro",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_15,0,1700_The_Battle_of_the_Bo
"Sir William Temple's character and merits roughly used by the two reverend gentlemen aforesaid, and without any manner of provocation. At length, there appearing no end of the quarrel, our author tells us that the BOOKS in St. James's Library, looking upon themselves as parties principally concerned, took up the controversy, and came to a decisive battle; but the manuscript, by the injury of fortune or weather, being in several places imperfect, we cannot learn to which side the victory fell. I must warn the reader to beware of applying to persons what is here meant only of books, in the most literal sense. So, when Virgil is mentioned, we are not to understand the person of a famous poet called by that name; but only certain sheets of paper bound up in leather, containing in print the works of the said poet: and so of the rest. THE PREFACE OF THE AUTHOR. Satire is a sort of glass wherein beholders do generally discover everybody's face but their own; which is the chief reason for that kind reception it meets with in the world, and that so very few are offended with it. But, if it should happen otherwise, the danger is not great; and I have learned from long experience never to apprehend mischief from those understandings I have been able to provoke: for anger and fury, though they add strength to the sinews of the body, yet are found to relax those of the mind, and to render all its efforts feeble and impotent. There is a brain that will endure but one scumming; let the owne",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_16,0,1700_The_Battle_of_the_Bo
"ect; which was answered by W. Wotton, B.D., with an appendix by Dr. Bentley, endeavouring to destroy the credit of AEsop and Phalaris for authors, whom Sir William Temple had, in the essay before mentioned, highly commended. In that appendix the doctor falls hard upon a new edition of Phalaris, put out by the Honourable Charles Boyle, now Earl of Orrery, to which Mr. Boyle replied at large with great learning and wit; and the Doctor voluminously rejoined. In this dispute the town highly resented to see a person of Sir William Temple's character and merits roughly used by the two reverend gentlemen aforesaid, and without any manner of provocation. At length, there appearing no end of the quarrel, our author tells us that the BOOKS in St. James's Library, looking upon themselves as parties principally concerned, took up the controversy, and came to a decisive battle; but the manuscript, by the injury of fortune or weather, being in several places imperfect, we cannot learn to which side the victory fell. I must warn the reader to beware of applying to persons what is here meant only of books, in the most literal sense. So, when Virgil is mentioned, we are not to understand the person of a famous poet called by that name; but only certain sheets of paper bound up in leather, containing in print the works of the said poet: and so of the rest. THE PREFACE OF THE AUTHOR. Satire is a sort of glass wherein beholders do generally discover everybody's face but their own; which is the c",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_17,0,1700_The_Battle_of_the_Bo
" dispute of precedency, talked so loud of coming to a battle, that Sir William Temple happened to overhear them, and gave immediate intelligence to the Ancients, who thereupon drew up their scattered troops together, resolving to act upon the defensive; upon which, several of the Moderns fled over to their party, and among the rest Temple himself. This Temple, having been educated and long conversed among the Ancients, was, of all the Moderns, their greatest favourite, and became their greatest champion. Things were at this crisis when a material accident fell out. For upon the highest corner of a large window, there dwelt a certain spider, swollen up to the first magnitude by the destruction of infinite numbers of flies, whose spoils lay scattered before the gates of his palace, like human bones before the cave of some giant. The avenues to his castle were guarded with turnpikes and palisadoes, all after the modern way of fortification. After you had passed several courts you came to the centre, wherein you might behold the constable himself in his own lodgings, which had windows fronting to each avenue, and ports to sally out upon all occasions of prey or defence. In this mansion he had for some time dwelt in peace and plenty, without danger to his person by swallows from above, or to his palace by brooms from below; when it was the pleasure of fortune to conduct thither a wandering bee, to whose curiosity a broken pane in the glass had discovered itself, and in he went, wh",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_18,0,1700_The_Battle_of_the_Bo
" and AEsop, lay fast asleep. Bentley would fain have despatched them both, and, stealing close, aimed his flail at Phalaris's breast; but then the goddess Affright, interposing, caught the Modern in her icy arms, and dragged him from the danger she foresaw; both the dormant heroes happened to turn at the same instant, though soundly sleeping, and busy in a dream. For Phalaris was just that minute dreaming how a most vile poetaster had lampooned him, and how he had got him roaring in his bull. And AEsop dreamed that as he and the Ancient were lying on the ground, a wild ass broke loose, ran about, trampling and kicking in their faces. Bentley, leaving the two heroes asleep, seized on both their armours, and withdrew in quest of his darling Wotton. He, in the meantime, had wandered long in search of some enterprise, till at length he arrived at a small rivulet that issued from a fountain hard by, called, in the language of mortal men, Helicon. Here he stopped, and, parched with thirst, resolved to allay it in this limpid stream. Thrice with profane hands he essayed to raise the water to his lips, and thrice it slipped all through his fingers. Then he stopped prone on his breast, but, ere his mouth had kissed the liquid crystal, Apollo came, and in the channel held his shield betwixt the Modern and the fountain, so that he drew up nothing but mud. For, although no fountain on earth can compare with the clearness of Helicon, yet there lies at bottom a thick sediment of slime and ",1700,"The Battle of the Books, and other Short Pieces",1700_The_Battle_of_the_Bo_passage_19,0,1700_The_Battle_of_the_Bo
"s the Asturian in Don Quixote. No Foible yet? PEG. No, madam; Mrs. Marwood. LADY. Oh, Marwood: let her come in. Come in, good Marwood. SCENE IV. [_To them_] MRS. MARWOOD. MRS. MAR. I’m surprised to find your ladyship in _déshabillé_ at this time of day. LADY. Foible’s a lost thing; has been abroad since morning, and never heard of since. MRS. MAR. I saw her but now, as I came masked through the park, in conference with Mirabell. LADY. With Mirabell? You call my blood into my face with mentioning that traitor. She durst not have the confidence. I sent her to negotiate an affair, in which if I’m detected I’m undone. If that wheedling villain has wrought upon Foible to detect me, I’m ruined. O my dear friend, I’m a wretch of wretches if I’m detected. MRS. MAR. O madam, you cannot suspect Mrs. Foible’s integrity. LADY. Oh, he carries poison in his tongue that would corrupt integrity itself. If she has given him an opportunity, she has as good as put her integrity into his hands. Ah, dear Marwood, what’s integrity to an opportunity? Hark! I hear her. Dear friend, retire into my closet, that I may examine her with more freedom—you’ll pardon me, dear friend, I can make bold with you—there are books over the chimney—Quarles and Pryn, and the _Short View of the Stage_, with Bunyan’s works to entertain you.—Go, you thing, and send her in. [_To_ PEG.] SCENE V. LADY WISHFORT, FOIBLE. LADY. O Foible, where hast thou been? What hast thou been doing? FOIB. Madam, I have seen the party. LADY",1700,The Way of the World,1700_The_Way_of_the_World_passage_0,0,1700_The_Way_of_the_World
"y him, and have heard his long lectures against singing and dancing and such debaucheries, and going to filthy plays, and profane music meetings, where the lewd trebles squeak nothing but bawdy, and the basses roar blasphemy. Oh, she would have swooned at the sight or name of an obscene play-book—and can I think after all this that my daughter can be naught? What, a whore? And thought it excommunication to set her foot within the door of a playhouse. O dear friend, I can’t believe it. No, no; as she says, let him prove it, let him prove it. MRS. MAR. Prove it, madam? What, and have your name prostituted in a public court; yours and your daughter’s reputation worried at the bar by a pack of bawling lawyers? To be ushered in with an _Oh yes_ of scandal, and have your case opened by an old fumbling leacher in a quoif like a man midwife; to bring your daughter’s infamy to light; to be a theme for legal punsters and quibblers by the statute; and become a jest, against a rule of court, where there is no precedent for a jest in any record, not even in Doomsday Book. To discompose the gravity of the bench, and provoke naughty interrogatories in more naughty law Latin; while the good judge, tickled with the proceeding, simpers under a grey beard, and fidges off and on his cushion as if he had swallowed cantharides, or sate upon cow-itch. LADY. Oh, ’tis very hard! MRS. MAR. And then to have my young revellers of the Temple take notes, like prentices at a conventicle; and after talk it ",1700,The Way of the World,1700_The_Way_of_the_World_passage_1,0,1700_The_Way_of_the_World
" In her own nest the cuckoo eggs we find, O’er which she broods to hatch the changeling kind: No portion for her own she has to spare, So much she dotes on her adopted care. Poets are bubbles, by the town drawn in, Suffered at first some trifling stakes to win: But what unequal hazards do they run! Each time they write they venture all they’ve won: The Squire that’s buttered still, is sure to be undone. This author, heretofore, has found your favour, But pleads no merit from his past behaviour. To build on that might prove a vain presumption, Should grants to poets made admit resumption, And in Parnassus he must lose his seat, If that be found a forfeited estate. He owns, with toil he wrought the following scenes, But if they’re naught ne’er spare him for his pains: Damn him the more; have no commiseration For dulness on mature deliberation. He swears he’ll not resent one hissed-off scene, Nor, like those peevish wits, his play maintain, Who, to assert their sense, your taste arraign. Some plot we think he has, and some new thought; Some humour too, no farce—but that’s a fault. Satire, he thinks, you ought not to expect; For so reformed a town who dares correct? To please, this time, has been his sole pretence, He’ll not instruct, lest it should give offence. Should he by chance a knave or fool expose, That hurts none here, sure here are none of those. In short, our play shall (with your leave to show it) Give you one instance of a passive poet, Who to your judgments yields a",1700,The Way of the World,1700_The_Way_of_the_World_passage_2,0,1700_The_Way_of_the_World
"will not leave thee wherewithal to hide thy shame: your body shall be naked as your reputation. MRS. FAIN. I despise you and defy your malice. You have aspersed me wrongfully—I have proved your falsehood. Go, you and your treacherous—I will not name it, but starve together. Perish. FAIN. Not while you are worth a groat, indeed, my dear. Madam, I’ll be fooled no longer. LADY. Ah, Mr. Mirabell, this is small comfort, the detection of this affair. MIRA. Oh, in good time. Your leave for the other offender and penitent to appear, madam. SCENE XII. [_To them_] WAITWELL _with a box of writings_. LADY. O Sir Rowland! Well, rascal? WAIT. What your ladyship pleases. I have brought the black box at last, madam. MIRA. Give it me. Madam, you remember your promise. LADY. Ay, dear sir. MIRA. Where are the gentlemen? WAIT. At hand, sir, rubbing their eyes,—just risen from sleep. FAIN. ’Sdeath, what’s this to me? I’ll not wait your private concerns. SCENE XIII. [_To them_] PETULANT, WITWOUD. PET. How now? What’s the matter? Whose hand’s out? WIT. Hey day! What, are you all got together, like players at the end of the last act? MIRA. You may remember, gentlemen, I once requested your hands as witnesses to a certain parchment. WIT. Ay, I do, my hand I remember—Petulant set his mark. MIRA. You wrong him; his name is fairly written, as shall appear. You do not remember, gentlemen, anything of what that parchment contained? [_Undoing the box_.] WIT. No. PET. Not I. I writ; I read nothing. MIRA. Ve",1700,The Way of the World,1700_The_Way_of_the_World_passage_3,0,1700_The_Way_of_the_World
